anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
5763,tt1124035,Stephen brow knits in a bewildered frown and Stephen opens his hands.,He knits his brow in a bewildered frown and he opens his hands.,"['He knits his brow in a bewildered frown.', 'He opens his hands.']"
5764,tt1124035,"His arms folded, the campaign manager calmly regards him without a trace of remorse.","His arms folded, he calmly regards him without a trace of remorse.","['His arms folded, he calmly regards him.', 'He regards him without a trace of remorse.']"
5765,tt1124035,Stephen lowers his mouth to his upraised hand and shakes his head.,He lowers his mouth to his upraised hand and shakes his head.,"['He lowers his mouth to his upraised hand.', 'He shakes his head.']"
5766,tt1124035,Paul takes out his cigarettes.,He takes out his cigarettes.,['He takes out his cigarettes.']
5767,tt1124035,Paul gets to his feet and paces.,He gets to his feet and paces.,"['He gets to his feet.', 'He paces.']"
5768,tt1124035,His eyes wide.,His eyes are wide.,['His eyes are wide.']
5769,tt1124035,"Stephen nods, then looks away.","He nods, then looks away.","['He nods.', 'He looks away.']"
5770,tt1124035,"At the women's clinic, Molly slumps back in a waiting room chair, her hands over her lower abdomen.","At the women's clinic, she slumps back in a waiting room chair, her hands over her lower abdomen.","['She slumps back in a waiting room chair.', 'Her hands are over her lower abdomen.']"
5771,tt1124035,A nurse hands her a prescription pill bottle.,He hands her a prescription pill bottle.,['He hands her a prescription pill bottle.']
5772,tt1124035,Molly eyes the label and nods receptively as Molly listens.,She eyes the label and nods receptively as she listens.,"['She eyes the label.', 'She nods receptively.', 'She listens.']"
5773,tt1124035,The nurse then hands her another bottle of pills.,The nurse then hands her another bottle of pills.,['The nurse then hands her another bottle of pills.']
5774,tt1124035,Molly nods again with a grave frown.,She nods again with a grave frown.,['She nods again with a grave frown.']
5775,tt1124035,"Her eyes drift back and forth from the nurse to the bottles in her slender, graceful hands.","Her eyes drift back and forth from the nurse to the bottles in her slender, graceful hands.","['Her eyes drift back and forth from the nurse to the bottles in her slender, graceful hands.']"
5776,tt1124035,Molly meets the woman's gaze with wide eyes and gives a final nod.,She meets his gaze with wide eyes and gives a final nod.,"['She meets his gaze with wide eyes.', 'She gives a final nod.']"
5777,tt1124035,"As the nurse steps away, the young abortion patient briefly musters a smile for her.","As he steps away, the young abortion patient briefly musters a smile for her.","['He steps away.', 'The young abortion patient briefly musters a smile for her.']"
5778,tt1124035,"Now, Stephen loosens his tie and sighs tensely as Stephen drives down a city street.","Now, he loosens his tie and sighs tensely as he drives down a city street.","['He loosens his tie.', 'He sighs tensely.', 'He drives down a city street.']"
5779,tt1124035,"At the clinic, a lamp softly illuminates the dusky waiting room.","At the clinic, a lamp softly illuminates the dusky waiting room.","['At the clinic, a lamp softly illuminates the dusky waiting room.']"
5780,tt1124035,as Molly clutches her medicine in a bag between her knees.,as she clutches her medicine in a bag between her knees.,"['She clutches her medicine.', 'It is in a bag between her knees.']"
5781,tt1124035,Molly shifts pensively in her chair.,She shifts pensively in her chair.,['She shifts pensively in her chair.']
5782,tt1124035,"On the road, Stephen stares ahead with a sullen gaze.","On the road, he stares ahead with a sullen gaze.",['He stares ahead with a sullen gaze.']
5783,tt1124035,"Outside the clinic, Molly clutches her coat around her as Molly leaves on foot.","Outside the clinic, she clutches her coat around her as she leaves on foot.",['She clutches her coat around her as she leaves on foot outside the clinic.']
5784,tt1124035,"Molly glances at traffic on the road beside her, and then approaches a cafe.","She glances at traffic on the road beside her, and then approaches a cafe.","['She glances at traffic on the road beside her.', 'She approaches a cafe.']"
5785,tt1124035,"Later, Molly sits inside in a booth by a window.",She sits inside in a booth by a window.,"['She sits inside.', 'She is in a booth by a window.']"
5786,tt1124035,"As the sky grows darker outside, Molly peers out in the clinic's direction, then checks her watch.","As the sky grows darker outside, she peers out in the clinic's direction, then checks her watch.","[""She peers out in the clinic's direction."", 'She checks her watch.', 'As the sky grows darker outside.']"
5787,tt1124035,"Lifting her gaze, Molly stares off grimly.","Lifting her gaze, he stares off grimly.","['He stares off grimly.', 'She lifts her gaze.']"
5788,tt1124035,"As Stephen drives on, we glimpse the sunset outside.","As he drives on, we glimpse the sunset outside.","['As he drives on, we glimpse the sunset outside.']"
5789,tt1124035,"At night, Stephen finally arrives outside the clinic.","At night, he finally arrives outside the clinic.",['He finally arrives outside the clinic at night.']
5790,tt1124035,"Finding it closed, Stephen drives on.",He drives on.,"['He drives.', 'He is on.']"
5791,tt1124035,"Outside her motel, Molly exits a taxicab.","Outside her motel, he exits a taxicab.","['Outside her motel, he exits a taxicab.']"
5792,tt1124035,Molly lets Ben into her room.,He lets him into her room.,['He lets him into her room.']
5793,tt1124035,Molly eyes glisten.,Her eyes glisten.,['Her eyes glisten.']
5794,tt1124035,Her jaw drops open in a horrified expression.,Her jaw drops open in a horrified expression.,['Her jaw drops open in a horrified expression.']
5795,tt1124035,"Leaning forward, Molly brings a hand to her mouth and shifts her hopeless, tearful gaze.","She brings a hand to her mouth and shifts her hopeless, tearful gaze.","['She brings a hand to her mouth.', 'She shifts her hopeless, tearful gaze.']"
5796,tt1124035,"Now Stephen marches purposefully down a sidewalk, his jaw set tight.","Now he marches purposefully down a sidewalk, his jaw set tight.","['He marches purposefully down a sidewalk.', 'His jaw is set tight.']"
5797,tt1124035,"Stephen arrives at a storefront with a banner over the entrance reading, ""Pullman for President"", and goes in.","He arrives at a storefront with a banner over the entrance reading, Pullman for President, and goes in.","['He arrives at a storefront with a banner over the entrance reading, Pullman for President.', 'He goes in.']"
5798,tt1124035,Stephen holds his wrathful gaze fixed straight ahead.,He holds his wrathful gaze fixed straight ahead.,['He holds his wrathful gaze fixed straight ahead.']
5799,tt1124035,"At the far end of the campaign headquarters, Duffy meets with colleagues in a dimly lit office.","At the far end of the campaign headquarters, he meets with colleagues in a dimly lit office.","['He meets with colleagues in a dimly lit office.', 'He is at the far end of the campaign headquarters.']"
5800,tt1124035,Duffy spots Stephen and gives a grim smirk.,He gives a grim smirk as he spots him.,"['He gives a grim smirk.', 'He spots him.']"
5801,tt1124035,"Later, they enter another small office together.","Later, they enter another small office together.",['They enter another small office together.']
5802,tt1124035,"Stephen glances back at the departing staffer, and then faces Duffy","He glances back at the departing staffer, and then faces him.","['He glances back at the departing staffer.', 'He faces him.']"
5803,tt1124035,"Stephen steps in closer, his face half-obscured in shadow.","He steps in closer, his face half-obscured in shadow.","['He steps in closer.', 'His face is half-obscured in shadow.']"
5804,tt1124035,Duffy gives a nod.,He gives a nod.,['He gives a nod.']
5805,tt1124035,Duffy abruptly turns away and leaves the room.,He abruptly turns away and leaves the room.,"['He abruptly turns away.', 'He leaves the room.']"
5806,tt1124035,"Stephen lingers, gazing after him with gleaming eyes.","He lingers, gazing after him with gleaming eyes.","['He lingers.', 'He gazes after him.', 'He has gleaming eyes.']"
5807,tt1124035,Now we view him from behind as Stephen drives.,Now we view him from behind as he drives.,"['Now we view him from behind.', 'As he drives.']"
5808,tt1124035,"With a slow, steady rhythm, his wiper sweep rain from his windshield as the city lights twinkle outside.","With a slow, steady rhythm, his wiper sweep rain from his windshield as the city lights twinkle outside.","['With a slow, steady rhythm, his wiper sweep rain from his windshield.', 'As the city lights twinkle outside.']"
5809,tt1124035,"Later at Molly motel, Stephen exits the car.","Later at Molly motel, he exits the car.",['He exits the car at Molly motel.']
5810,tt1124035,"Indoors, we peer down through a narrow gap at a stairwell banister and glimpsed Stephen climbing up.","Indoors, we peer down through a narrow gap at a stairwell banister and glimpsed him climbing up.","['Indoors, we peer down through a narrow gap at a stairwell banister.', 'We glimpse him climbing up.']"
5811,tt1124035,"Arriving in a hallway, Stephen spots a man using a walkie-talkie as Stephen hurries from a room.","Arriving in a hallway, he spots a man using a walkie-talkie as he hurries from a room.","['He arrives in a hallway.', 'He spots a man using a walkie-talkie as he hurries from a room.']"
5812,tt1124035,Stephen continues coolly down the hall.,He continues coolly down the hall.,['He continues coolly down the hall.']
5813,tt1124035,"Arriving at the door to Molly room, Stephen tenses as Stephen finds it ajar.","Arriving at the door to her room, he tenses as he finds it ajar.","['He arrives at the door to her room.', 'He tenses as he finds it ajar.']"
5814,tt1124035,"Stephen gives it a knock, then pushes it open.","He gives it a knock, then pushes it open.","['He gives it a knock.', 'He pushes it open.']"
5815,tt1124035,A shadowy figure sits on the bed with his back to us.,A shadowy figure sits on the bed with his back to us.,"['A shadowy figure sits on the bed.', 'His back is to us.']"
5816,tt1124035,Stephen makes his way over with a furrowed brow.,He makes his way over with a furrowed brow.,"['He makes his way over.', 'He has a furrowed brow.']"
5817,tt1124035,Stephen halts and stares down with glistening eyes.,He halts and stares down with glistening eyes.,"['He halts.', 'He stares down with glistening eyes.']"
5818,tt1124035,"Her face out of view behind the bed, Molly lies motionless on the floor, her legs and left arm splayed awkwardly.","Her face out of view behind the bed, she lies motionless on the floor, her legs and left arm splayed awkwardly.","['Her face out of view behind the bed.', 'She lies motionless on the floor.', 'Her legs and left arm splayed awkwardly.']"
5819,tt1124035,"Fighting tears, Stephen steps a little closer.",He steps a little closer.,['He steps a little closer.']
5820,tt1124035,"Holding the room's phone to his ear, the man on the bed regards him sympathetically.","Holding the room's phone to his ear, he regards him sympathetically.","[""Holding the room's phone to his ear."", 'He regards him sympathetically.']"
5821,tt1124035,Stephen sees the pill bottles on a bedside table.,He sees the pill bottles on a bedside table.,"['He sees the pill bottles.', 'They are on a bedside table.']"
5822,tt1124035,Stephen notices Molly cell peeking out from under her coat on the bed.,He notices her peeking out from under her coat on the bed.,"['He notices her peeking out from under her coat.', 'She is on the bed.']"
5823,tt1124035,"With his back turned to him, the man on the bed sits in silhouette against the room's soft lamp light.","With his back turned to him, he sits in silhouette against the room's soft lamp light.","['With his back turned to him, he sits in silhouette.', ""He sits against the room's soft lamp light.""]"
5824,tt1124035,"Later, Stephen steps back out into the rainy night.","Later, he steps back out into the rainy night.",['He steps back out into the rainy night.']
5825,tt1124035,"Moving with a stiff gait, Stephen marches across the parking lot to his car.","Moving with a stiff gait, he marches across the parking lot to his car.","['Moving with a stiff gait, he marches across the parking lot.', 'He marches to his car.']"
5826,tt1124035,"As Stephen gets in, rain patters heavily against his windshield.","As he gets in, rain patters heavily against his windshield.","['As he gets in, rain patters heavily against his windshield.']"
5827,tt1124035,The wipers move in a slow rhythm against the downpour.,The wipers move in a slow rhythm against the downpour.,"['The wipers move in a slow rhythm.', 'The wipers move against the downpour.']"
5828,tt1124035,The water cast modeled shadows against Stephen face as Stephen steers off forlornly.,The water cast modeled shadows against his face as he steers off forlornly.,"['The water cast modeled shadows against his face.', 'He steers off forlornly.']"
5829,tt1124035,"Stephen sets Molly phone down, and takes out his own.","He sets her phone down, and takes out his own.","['He sets her phone down.', 'He takes out his own phone.']"
5830,tt1124035,and scrolls through the menu to check his messages.,and scrolls through the menu to check his messages.,"['He scrolls through the menu.', 'He checks his messages.']"
5831,tt1124035,His eyes welled with tears.,His eyes welled with tears.,['His eyes well with tears.']
5832,tt1124035,"The next day at campaign headquarters, Paul and the others watch a news report.","At campaign headquarters, they watch a news report.",['They watch a news report at campaign headquarters.']
5833,tt1124035,"Now, as a figure sits on a bench facing the Ohio River.","Now, as a figure sits on a bench facing the Ohio River.","['A figure sits on a bench.', 'The figure is facing the Ohio River.']"
5834,tt1124035,Stephen lanky frame steps into view.,He lanky frame steps into view.,['He lanky frame steps into view.']
5835,tt1124035,Stephen walks up to the bench and takes a seat.,He walks up to the bench and takes a seat.,"['He walks up to the bench.', 'He takes a seat.']"
5836,tt1124035,Both men stare out over the river's slate gray water towards Cincinnati on the other side.,Both they stare out over the river's slate gray water towards Cincinnati on the other side.,"[""Both they stare out over the river's slate gray water."", 'They look towards Cincinnati on the other side.']"
5837,tt1124035,"As traffic moves across the nearby Roebling Bridge, Senator Thompson narrows his eyes and wets his lips.","As traffic moves across the nearby Roebling Bridge, he narrows his eyes and wets his lips.","['Traffic moves across the nearby Roebling Bridge.', 'He narrows his eyes.', 'He wets his lips.']"
5838,tt1124035,Stephen regards him with a sober frown and nods.,He regards him with a sober frown and nods.,"['He regards him with a sober frown.', 'He nods.']"
5839,tt1124035,Thompson faces him with a furrowed brow and glances warily past his shoulder.,He faces him with a furrowed brow and glances warily past his shoulder.,"['He faces him with a furrowed brow.', 'He glances warily past his shoulder.']"
5840,tt1124035,"The young man stares at the senator through narrowed eyes, his lips pressed tightly shut.","He stares at him through narrowed eyes, his lips pressed tightly shut.","['He stares at him through narrowed eyes.', 'His lips are pressed tightly shut.']"
5841,tt1124035,"Thompson reaches out hesitantly, then gives his leg a brisk pat and leaves.","He reaches out hesitantly, then gives his leg a brisk pat and leaves.","['He reaches out hesitantly.', 'He gives his leg a brisk pat.', 'He leaves.']"
5842,tt1124035,"Now at a press conference, Paul Ben and the other staffers flank Morris as Morris gives a statement.","Now at a press conference, he flanks him as he gives a statement.",['He flanks him as he gives a statement at a press conference.']
5843,tt1124035,Morris looks to Paul and moves up to the podium.,He looks to him and moves up to the podium.,"['He looks to him.', 'He moves up to the podium.']"
5844,tt1124035,Morris steps aside and checks his cell.,He steps aside and checks his cell.,"['He steps aside.', 'He checks his cell.']"
5845,tt1124035,"The phone display reads, ""Molly calling. ”.","The phone display reads, ""She calling. ""","['The phone display reads, ""She calling.""']"
5846,tt1124035,Morris scans the room and his gaze falls on two police officers.,He scans the room and his gaze falls on two police officers.,"['He scans the room.', 'His gaze falls on two police officers.']"
5847,tt1124035,"Noting their casual expressions, Morris looks past them to other attendee.","Noting their casual expressions, he looks past them to other attendee.","['He looks past them to other attendee.', 'Noting their casual expressions.']"
5848,tt1124035,Morris finds Stephen holding Molly cellphone to his ear.,He finds him holding her cellphone to his ear.,"['He finds him.', 'He is holding her cellphone to his ear.']"
5849,tt1124035,A flashbulb pops on the governor's wide-eyed stare.,A flashbulb pops on his wide-eyed stare.,"['A flashbulb pops.', 'He stares wide-eyed.']"
5850,tt1124035,Stephen lowers the phone with a cold expression.,He lowers the phone with a cold expression.,"['He lowers the phone.', 'He has a cold expression.']"
5851,tt1124035,Morris clenches his jaw.,He clenches his jaw.,['He clenches his jaw.']
5852,tt1124035,Nighttime.,Nighttime.,['It is nighttime.']
5853,tt1124035,"Seen from behind, Stephen leads us down a sidewalk, following the wall of a shadowy brick building.","He leads us down a sidewalk, following the wall of a shadowy brick building.","['He leads us down a sidewalk.', 'He follows the wall of a shadowy brick building.']"
5854,tt1124035,Two black SUVs wait outside the closed establishment.,Two black SUVs wait outside the closed establishment.,['Two black SUVs wait outside the closed establishment.']
5855,tt1124035,Stephen stops and peers in through a window with open blinds on the inside.,He stops and peers in through a window with open blinds on the inside.,"['He stops.', 'He peers in through a window with open blinds on the inside.']"
5856,tt1124035,Stephen enters a front vestibule and steps into the dim establishment.,He enters a front vestibule and steps into the dim establishment.,"['He enters a front vestibule.', 'He steps into the dim establishment.']"
5857,tt1124035,"As Stephen peers across the room, all but the lower quadrant of his face remains cast in shadow.","As he peers across the room, all but the lower quadrant of his face remains cast in shadow.","['He peers across the room.', 'All but the lower quadrant of his face remains cast in shadow.']"
5858,tt1124035,"At the end of a long empty bar, a man stands in silhouette in the dark.","At the end of a long empty bar, he stands in silhouette in the dark.","['He stands in silhouette in the dark.', 'He is at the end of a long empty bar.']"
5859,tt1124035,"Stephen crosses the darkened room, passing a dozen unoccupied barstools.","He crosses the darkened room, passing a dozen unoccupied barstools.","['He crosses the darkened room.', 'He passes a dozen unoccupied barstools.']"
5860,tt1124035,Stephen steps past the motionless Secret Service agent and heads through an illuminated doorway to a kitchen.,He steps past the motionless Secret Service agent and heads through an illuminated doorway to a kitchen.,"['He steps past the motionless Secret Service agent.', 'He heads through an illuminated doorway to a kitchen.']"
5861,tt1124035,Stephen crosses a well-lit section on his way to another darkened area.,He crosses a well-lit section on his way to another darkened area.,"['He crosses a well-lit section.', 'He is on his way to another darkened area.']"
5862,tt1124035,"Beyond stock shelves on a center counter, light shine under an industrial range hood.","Beyond stock shelves on a center counter, light shine under an industrial range hood.","['Beyond stock shelves on a center counter, light shine under an industrial range hood.']"
5863,tt1124035,Stephen shifts his gaze.,He shifts his gaze.,['He shifts his gaze.']
5864,tt1124035,Stephen ambles around the counter and finds the governor.,He ambles around the counter and finds him.,"['He ambles around the counter.', 'He finds him.']"
5865,tt1124035,Morris turns away.,He turns away.,['He turns away.']
5866,tt1124035,Morris abruptly returns his gaze to the former staffer and the two maintain eye contact.,Morris abruptly returns his gaze to her and the two maintain eye contact.,"['Morris abruptly returns his gaze to her.', 'The two maintain eye contact.']"
5867,tt1124035,Shadow conceals all but a lower quarter of the governor's face.,Shadow conceals all but a lower quarter of his face.,['Shadow conceals all but a lower quarter of his face.']
5868,tt1124035,Morris draws a tense breath.,He draws a tense breath.,['He draws a tense breath.']
5869,tt1124035,Stephen remains still.,He remains still.,['He remains still.']
5870,tt1124035,"Morris steps from the shadows, his right eye becoming glaringly visible in the dim light.","He steps from the shadows, his right eye becoming glaringly visible in the dim light.","['He steps from the shadows.', 'His right eye becomes glaringly visible in the dim light.']"
5871,tt1124035,Morris swallows his smirk.,He swallows his smirk.,['He swallows his smirk.']
5872,tt1124035,His expression hardens.,His expression hardens.,['His expression hardens.']
5873,tt1124035,Stephen remains poker-faced.,He remains poker-faced.,['He remains poker-faced.']
5874,tt1124035,Stephen maintains eye contact with Morris who glowers and swallows.,He maintains eye contact with him who glowers and swallows.,"['He maintains eye contact with him.', 'He glowers.', 'He swallows.']"
5875,tt1124035,"In a barbershop, a seated a bibbed Paul gets a haircut by a barber standing behind him.","In a barbershop, a seated bibbed he gets a haircut by him standing behind him.","['In a barbershop, a seated bibbed he gets a haircut.', 'Behind him, he stands.']"
5876,tt1124035,"Our view slowly roves around the side of the paunchy, middle-aged campaign manager.","Our view slowly roves around the side of the paunchy, middle-aged campaign manager.","['Our view slowly roves.', 'It roves around the side of the paunchy, middle-aged campaign manager.']"
5877,tt1124035,who gazes flatly from under his wrinkled brow.,who gazes flatly from under his wrinkled brow.,['who gazes flatly from under his wrinkled brow.']
5878,tt1124035,"Later, Paul steps outside wearing his thick-rimmed glasses.","Later, he steps outside wearing his thick-rimmed glasses.","['Later, he steps outside.', 'He is wearing his thick-rimmed glasses.']"
5879,tt1124035,"Beyond him, a black SUV idles just footsteps away.","Beyond him, a black SUV idles just footsteps away.","['Beyond him, a black SUV idles just footsteps away.']"
5880,tt1124035,"Poking out of a nearby alley, another sits parked by the curb.","Poking out of a nearby alley, another sits parked by the curb.","['Poking out of a nearby alley, another sits parked by the curb.']"
5881,tt1124035,The campaign manager lights a cigarette then notices the SUV.,He lights a cigarette then notices the SUV.,"['He lights a cigarette.', 'He notices the SUV.']"
5882,tt1124035,"Taking a few drags, Paul heads down the sidewalk and approaches the vehicle in the alleyway.","Taking a few drags, he heads down the sidewalk and approaches the vehicle in the alleyway.","['Taking a few drags, he heads down the sidewalk.', 'He approaches the vehicle in the alleyway.']"
5883,tt1124035,A backseat window rolls down revealing Morris inside.,A backseat window rolls down revealing him inside.,"['A backseat window rolls down.', 'He is inside.']"
5884,tt1124035,The tinted window rolls up and Paul manages a final pull on his cigarette.,The tinted window rolls up and he manages a final pull on his cigarette.,"['The tinted window rolls up.', 'He manages a final pull on his cigarette.']"
5885,tt1124035,Paul stubs it out on a wall and climbs into the SUV.,He stubs it out on a wall and climbs into the SUV.,"['He stubs it out on a wall.', 'He climbs into the SUV.']"
5886,tt1124035,A head-on view of the black car gradually drifts toward the grill.,A head-on view of the black car gradually drifts toward the grill.,['A head-on view of the black car gradually drifts toward the grill.']
5887,tt1124035,Its front tires rest in a buildup of icy gray slush on the alley apron.,Its front tires rest in a buildup of icy gray slush on the alley apron.,"['Its front tires rest in a buildup of icy gray slush.', 'The slush is on the alley apron.']"
5888,tt1124035,"To the left, exhaust blooms from the tailpipe of the second SUV.","To the left, exhaust blooms from the tailpipe of the second SUV.","['To the left, exhaust blooms from the tailpipe of the second SUV.']"
5889,tt1124035,The view keeps inching toward the nose of Morris vehicle until most of the second SUV falls out of view.,The view keeps inching toward the nose of his vehicle until most of the second SUV falls out of view.,"['The view keeps inching toward the nose of his vehicle.', 'Most of the second SUV falls out of view.']"
5890,tt1124035,The forward moving trip ceases halfway across the street.,The trip ceases halfway across the street.,['The trip ceases halfway across the street.']
5891,tt1124035,The backdoor opens.,The backdoor opens.,['The backdoor opens.']
5892,tt1124035,Paul steps out and shuts it behind him.,He steps out and shuts it behind him.,"['He steps out.', 'He shuts it behind him.']"
5893,tt1124035,"The SUV pulls out of the alley and drives off, followed by its twin.","The SUV pulls out of the alley and drives off, followed by it.","['The SUV pulls out of the alley.', 'It drives off.', 'It is followed by it.']"
5894,tt1124035,"With his hands in his coat pockets, Paul peers after them.","With his hands in his coat pockets, he peers after them.","['With his hands in his coat pockets, he peers after them.']"
5895,tt1124035,Paul shifts his wry and resigned gaze.,He shifts his wry and resigned gaze.,['He shifts his wry and resigned gaze.']
5896,tt1124035,"Now on a hotel room, Stephen watches TV while shaving.","Now on a hotel room, he watches TV while shaving.","['He watches TV.', 'He shaves.']"
5897,tt1124035,"Now, a hearse and three black cars wait outside a cathedral.","Now, a hearse and three black cars wait outside a cathedral.","['Now, a hearse and three black cars wait outside a cathedral.']"
5898,tt1124035,"Inside, a dark wood coffin topped by an arrangement of white flowers lies at the front of a packed sanctuary.","Inside, a dark wood coffin topped by an arrangement of white flowers lies at the front of a packed sanctuary.","['Inside, a dark wood coffin lies at the front of a packed sanctuary.', 'A dark wood coffin is topped by an arrangement of white flowers.']"
5899,tt1124035,Jack Stearns stands at a podium.,He stands at a podium.,['He stands at a podium.']
5900,tt1124035,"The bereaved father swallows, then glances upward.","He swallows, then glances upward.","['He swallows.', 'He glances upward.']"
5901,tt1124035,Among the attendees.,Among them.,['Among them.']
5902,tt1124035,Stephen looks at Paul who sits across the aisle a few rows up.,He looks at him who sits across the aisle a few rows up.,"['He looks at him.', 'He who sits across the aisle a few rows up.']"
5903,tt1124035,Stephen returns his attention to the chairman who wipes his nose.,He returns his attention to him who wipes his nose.,"['He returns his attention to him.', 'He who wipes his nose.']"
5904,tt1124035,"The distraught father nods, then lowers his gaze and hangs his head.","He nods, then lowers his gaze and hangs his head.","['He nods.', 'He lowers his gaze.', 'He hangs his head.']"
5905,tt1124035,"Later as Morris exit the cathedral, Paul smokes a cigarette as Paul ambles across a wintry lawn of dead grass.","Later as he exits the cathedral, he smokes a cigarette as he ambles across a wintry lawn of dead grass.","['He exits the cathedral.', 'He smokes a cigarette.', 'He ambles across a wintry lawn of dead grass.']"
5906,tt1124035,Paul approaches Stephen,He approaches him.,['He approaches him.']
5907,tt1124035,Paul heads off.,He heads off.,['He heads off.']
5908,tt1124035,Stephen gets into his car.,He gets into his car.,['He gets into his car.']
5909,tt1124035,"Now, Thompson stands at a podium with Morris and his wife beside him.","Now, he stands at a podium with him and his wife beside him.",['He stands at a podium with him and his wife beside him.']
5910,tt1124035,The crowd of excited supporters wave American flags and hold signs.,The crowd of excited supporters wave American flags and hold signs.,"['The crowd of excited supporters wave American flags.', 'The crowd of excited supporters hold signs.']"
5911,tt1124035,Stephen stands motionless toward the back.,He stands motionless toward the back.,['He stands motionless toward the back.']
5912,tt1124035,Thompson and Morris swap grins.,They swap grins.,['They swap grins.']
5913,tt1124035,Morris whispers in his endorser's ears.,He whispers in his endorser's ears.,"[""He whispers in his endorser's ears.""]"
5914,tt1124035,They shake hands.,They shake hands.,['They shake hands.']
5915,tt1124035,"Outside, a brunette young woman carries two trays of coffees.","Outside, she carries two trays of coffees.",['She carries two trays of coffees outside.']
5916,tt1124035,The intern strides briskly with the delivery.,He strides briskly with the delivery.,['He strides briskly with the delivery.']
5917,tt1124035,"She marches past an information booth, enters the crowded hall.","She marches past an information booth, enters the crowded hall.","['She marches past an information booth.', 'She enters the crowded hall.']"
5918,tt1124035,and brings Stephen one of the coffees.,and brings him one of the coffees.,['He brings him one of the coffees.']
5919,tt1124035,Thompson nods.,He nods.,['He nods.']
5920,tt1124035,Stephen gazes absently.,He gazes absently.,['He gazes absently.']
5921,tt1124035,"Now, the new campaign manager leads the way down a hall into a room marked ""Morris Event Staff Only. ”.",0,0
5922,tt1124035,Staff members sit at laptops facing three flat screens.,They sit at laptops facing three flat screens.,"['They sit at laptops.', 'They face three flat screens.']"
5923,tt1124035,Stephen accepts his jacket from a colleague and puts it on.,He accepts his jacket from a colleague and puts it on.,"['He accepts his jacket from a colleague.', 'He puts it on.']"
5924,tt1124035,"As Stephen leaves, a TV shows an interview with Duffy","As he leaves, a TV shows an interview with her.","['He leaves.', 'A TV shows an interview with her.']"
5925,tt1124035,The brunette intern faces Ben,The brunette intern faces Ben -> The brunette intern faces him,"['The brunette intern faces Ben.', 'The brunette intern faces him.']"
5926,tt1124035,"Outside, Stephen marches across a walkway and heads up the front steps of the campus building.","Outside, he marches across a walkway and heads up the front steps of the campus building.","['He marches across a walkway.', 'He heads up the front steps of the campus building.']"
5927,tt1124035,"Later, Stephen heads down an empty stairwell.",He heads down an empty stairwell.,['He heads down an empty stairwell.']
5928,tt1124035,Ida waits in a corridor.,She waits in a corridor.,['She waits in a corridor.']
5929,tt1124035,Ida follows Stephen down the hall toward a pair of imposing guards.,He follows him down the hall toward a pair of imposing guards.,['He follows him down the hall toward a pair of imposing guards.']
5930,tt1124035,Stephen dons his ID.,He dons his ID.,['He dons his ID.']
5931,tt1124035,"They share a knowing gaze, then Stephen files past one of the security guards.","They share a knowing gaze, then he files past one of them.","['They share a knowing gaze.', 'He files past one of them.']"
5932,tt1124035,"Walking in our direction, Stephen crosses a darkened corridor, his face cast in shadow.","Walking in our direction, he crosses a darkened corridor, his face cast in shadow.","['He crosses a darkened corridor.', 'His face is cast in shadow.']"
5933,tt1124035,An overhead light briefly reveals the young campaign manager's emotionless gaze.,An overhead light briefly reveals his emotionless gaze.,['An overhead light briefly reveals his emotionless gaze.']
5934,tt1124035,"As Stephen continues his stride, another overhead offers a second glimpse of his plain look.","As he continues his stride, another overhead offers a second glimpse of his plain look.","['As he continues his stride.', 'Another overhead offers a second glimpse of his plain look.']"
5935,tt1124035,"In a dim gymnasium, an empty canvass and wood director's chair awaits.","In a dim gymnasium, an empty canvas and wood director's chair awaits him.","['In a dim gymnasium, an empty canvas awaits him.', ""A wood director's chair awaits him.""]"
5936,tt1124035,"Beyond it, the lone campaign manager emerges as a blurry form from the corridor.","Beyond it, he emerges as a blurry form from the corridor.",['He emerges as a blurry form from the corridor.']
5937,tt1124035,Stephen arrives at the makeshift set and takes a seat under a spotlight.,He arrives at the makeshift set and takes a seat under a spotlight.,"['He arrives at the makeshift set.', 'He takes a seat under a spotlight.']"
5938,tt1124035,illuminating a patch of the otherwise darkened gym floor.,illuminating a patch of the otherwise darkened gym floor.,['illuminating a patch of the otherwise darkened gym floor.']
5939,tt1124035,A soundman outfits him with an earpiece while a makeup artist touches up his face.,A soundman outfits him with an earpiece while a makeup artist touches up his face.,"['A soundman outfits him with an earpiece.', 'A makeup artist touches up his face.']"
5940,tt1124035,The makeup artist leaves.,He leaves.,['He leaves.']
5941,tt1124035,"As the soundman preps him for the interview, our view gradually orbits around the side of Stephen face.","As the soundman preps him for the interview, our view gradually orbits around the side of his face.","['As the soundman preps him for the interview.', 'Our view gradually orbits around the side of his face.']"
5942,tt1124035,"Stephen nods, gazing straight ahead with a deadpan expression.","He nods, gazing straight ahead with a deadpan expression.","['He nods.', 'He gazes straight ahead with a deadpan expression.']"
5943,tt1124035,"As our view finally settles facing the young campaign manager, Stephen looks to his left.","As our view finally settles facing the young campaign manager, he looks to his left.","['As our view finally settles facing the young campaign manager.', 'He looks to his left.']"
5944,tt1124035,"He notices the blonde-haired makeup artist admiring him, then faces the camera and lowers his gaze.","He notices her admiring him, then faces the camera and lowers his gaze.","['He notices her admiring him.', 'He faces the camera.', 'He lowers his gaze.']"
