text_gt,text_gt_wo_char
One of the henchmen gets in the fireplace and is coined out by a massive spring.,One of them gets in the fireplace and is coined out by a massive spring.
He high-fives Darren.,He high-fives him.
They spot him behind some trees.,They spot him behind some trees.
Ben walks in on a couple.,He walks in on a couple.
Ben films as Darren drives.,He films as he drives.
The camera's view lurches.,The camera's view lurches.
Reed's standing right in front of the car.,He's standing right in front of the car.
Darren gets out and talks to him.,He talks to him.
"With a dazed look, Reed climbs into the back seat.","With a dazed look, he climbs into the back seat."
He leans toward the ground and runs forward in his zigzag before dropping to his knees a short distance away.,He leans toward the ground and runs forward in his zigzag before dropping to his knees a short distance away.
The device glows between Reed's legs as he works.,The device glows between his legs as he works.
Darren moves up behind Reed and observes the broken sensor.,He moves up behind him and observes the broken sensor.
"The chopper's light sweeps across them, then moves on.","The chopper's light sweeps across them, then moves on."
The helicopter spotlight illuminates the rough foliage around them as it passes.,The helicopter spotlight illuminates the rough foliage around them as it passes.
They continue their hike across a rocky plateau.,They continue their hike across a rocky plateau.
"Ahead of them, spots of light shine in the valley below.","Ahead of them, spots of light shine in the valley below."
Reed shines his flashlight on its underside.,He shines his flashlight on its underside.
"As he pulls his fingers across it, it separates, then closes like a healing wound.","As he pulls his fingers across it, it separates, then closes like a healing wound."
He climbs the ladder up to a platform overlooking the craft.,He climbs the ladder up to a platform overlooking the craft.
Reed lowers himself into the craft's open hatch.,He lowers himself into the craft's open hatch.
"Inside, Reed finds white sarcophagi on the floor.","Inside, he finds white sarcophagi on the floor."
"He faces a long vertical paddle, and the walls turn transparent.","He faces a long vertical paddle, and the walls turn transparent."
Darren Crouch is on the platform above him.,He is on the platform above him.
"His body camera captures Darren and Yelena outside just before the walls solidify again, and the hatch opens above him.","His body camera captures them outside just before the walls solidify again, and the hatch opens above him."
Reed pulls himself out of the hatch with Darren's help.,He pulls himself out of the hatch with his help.
Yelena darts out in front of him as he examines the textured rock.,She darts out in front of him as he examines the textured rock.
"At the end of the wall, his light hits a metal table with cylinders hanging from the sides.","At the end of the wall, his light hits a metal table with cylinders hanging from the sides."
Reed examines the table looking into its cylinders.,He examines the table looking into its cylinders.
"He spins around, looking from Yelena to a lit path to a dark archway.","He spins around, looking from her to a lit path to a dark archway."
"Turning his flashlight to the archway, he walks through it and finds rows of the sarcophagi inside.","Turning his flashlight to the archway, he walks through it and finds rows of the sarcophagi inside."
"As he looks over the pods, spindly fingers appear at the side of the open one, and an alien sits up.","As he looks over the pods, spindly fingers appear at the side of the open one, and he sits up."
He searches with the flashlight.,He searches with the flashlight.
Reed follows Yelena as she runs flailing through the tunnels.,He follows her as she runs flailing through the tunnels.
"She reaches the rubber suits and looks back as the metal doors close, blocking a stretched pale body.","She reaches the rubber suits and looks back as the metal doors close, blocking a stretched pale body."
The mangy dog enters.,He enters.
At a hospital.,At a hospital.
Now he has his hand in Brad's crotch.,Now he has his hand in his crotch.
He moves Sarah's hand in Brad's crotch.,He moves her hand in his crotch.
He drops his pants.,He drops his pants.
They step out.,They step out.
They run to the gifts.,They run to the gifts.
He gives her a jewelry box.,He gives her a jewelry box.
He runs out back.,He runs out back.
Megan's jaw drops as she sees him walk in a pony.,Her jaw drops as she sees him walk in a pony.
Brad grabs the mic in the announcer's hand.,He grabs the mic in his hand.
"As she collapses, the others rush over to her.","As she collapses, they rush over to her."
"He throws another ball, hitting one of the hearts of Courage Kids in a wheelchair.","He throws another ball, hitting one of the hearts of them in a wheelchair."
"As Brad retrieves the ball, the security staff tackles him.","As he retrieves the ball, the security staff tackles him."
Four of them pick him up and drag him off the court.,Four of them pick him up and drag him off the court.
Brad turns to his rival.,He turns to his rival.
He heads towards Megan.,He heads towards her.
She points them out.,She points them out.
kicks her in the crotch.,kicks her in the crotch.
He shows Dusty.,He shows her.
He makes the instigator flinch.,He makes the instigator flinch.
Jerry punches Dusty.,He punches him.
Brad restrains the bully's dad.,He restrains him.
"As Dusty puts up his dukes, he notices Megan watching him fearfully.","As he puts up his dukes, he notices her watching him fearfully."
"Turning to discover fretful expressions on the faces of the other daughters, he lowers his fists.","Turning to discover fretful expressions on the faces of the other daughters, he lowers his fists."
"As Jerry gets ready to fight, Dusty bobs his head to the music.","As he gets ready to fight, he bobs his head to the music."
fists to either side.,fists to either side.
Megan bounces with the beat and smiles as her dad tears up the dance floor.,She bounces with the beat and smiles as he tears up the dance floor.
Jerry dances.,He dances.
Brad spreads his fluttering arms and pumps his hips.,He spreads his fluttering arms and pumps his hips.
Jerry turns sideways and rocks his fists together.,He turns sideways and rocks his fists together.
Brad rhythmically flails his hands.,He rhythmically flails his hands.
"Dusty backflips across the dance floor, lands in a split, then springs back up.","He backflips across the dance floor, lands in a split, then springs back up."
All the girls rush forward to join them.,All the girls rush forward to join them.
A bare-chested Brad whips his shirt overhead.,He whips his shirt overhead.
it away and it lands over a girl's head.,it away and it lands over her head.
He takes a baby from Sarah.,He takes a baby from her.
She's all dolled up.,She's all dolled up.
"Dusty's stepdaughter runs past his open arms and into the street, where a man with huge muscles rides up on a motorcycle.","Her runs past his open arms and into the street, where he rides up on a motorcycle."
"Hopping the kickstand, he pulls off his helmet from his thick, mostly shaved noggin and sets in on the handlebars.","Hopping the kickstand, he pulls off his helmet from his thick, mostly shaved noggin and sets in on the handlebars."
Brett steps up beside Dusty to gawk at him.,He steps up beside him to gawk at him.
The man slowly turns to face them.,He slowly turns to face them.
He stands beside the car and gazes across its roof to the other side.,He stands beside the car and gazes across its roof to the other side.
He holds his stairs as he walks around the rear of the car.,He holds his stairs as he walks around the rear of the car.
"Nick walks onto the front of the lawn of the house, furniture, clothing and other items lay scattered across it.","He walks onto the front of the lawn of the house, furniture, clothing and other items lay scattered across it."
He traverses through the piles.,He traverses through the piles.
He looks around with his hands on his hips.,He looks around with his hands on his hips.
"From above, the clutter litters the large grassy area.","From above, the clutter litters the large grassy area."
"He removes an envelope reading, Nicholas tapped to the front door.","He removes an envelope reading, he tapped to the front door."
"He works a key in a lock, then pushes an intercom button.","He works a key in a lock, then pushes an intercom button."
He types on a keypad lock at a wooden gate.,He types on a keypad lock at a wooden gate.
He shakes the door.,He shakes the door.
His black Oxford slide down the wood.,His black Oxford slide down the wood.
He stands on blue recycling boxes.,He stands on blue recycling boxes.
They collapse under him.,They collapse under him.
He kicks in the gate and walks through holding a beer can.,He kicks in the gate and walks through holding a beer can.
Orange and white speckled koi swim in a pond.,They swim in a pond.
Nick walks by to a potted plant.,He walks by to a potted plant.
"He lifts it, revealing a key shape in the dirt.","He lifts it, revealing a key shape in the dirt."
Handwriting on a letter.,Handwriting on a letter.
"Handwriting reads, don't call me.","Handwriting reads, don't call him."
"In his car, his eyes are closed.","In his car, his eyes are closed."
Nick slows to a halt in the street as he watches the kids circle laps around him.,He slows to a halt in the street as he watches them circle laps around him.
The kid in the striped shirt keeps circling.,He keeps circling.
"Kenny stops and stands, looking at Nick.","He stops and stands, looking at him."
Kenny looks at the lawn.,He looks at the lawn.
"looks the lawn over, then looks back.","He looks the lawn over, then looks back."
Nick lifts the cushion of his chair.,He lifts the cushion of his chair.
"Nick rides the bike, turning onto a palm tree lined street.","He rides the bike, turning onto a palm tree lined street."
He walks into the street holding a beer.,He walks into the street holding a beer.
Kenny stops in front of him.,He stops in front of him.
Nick drinks his beer.,He drinks his beer.
Nick nods his head.,He nods his head.
He holds his hand out.,He holds his hand out.
Kenny nods his head.,He nods his head.
Nick looks him over and nods.,He looks him over and nods.
Nick purses his lips and looks down.,He purses his lips and looks down.
Kenny looks at his hand.,He looks at his hand.
Samantha watches from her window.,She watches from her window.
Nick sits in his chair drinking a beer.,He sits in his chair drinking a beer.
Kenny opens dresser drawers behind him.,He opens dresser drawers behind him.
Kenny holds up a stack of adult magazines.,He holds up a stack of adult magazines.
Nick turns away and takes a drink.,He turns away and takes a drink.
An older man walks on the lawn looking at the piles.,He walks on the lawn looking at the piles.
The man leans down to Nick and examines his chair.,He leans down to him and examines his chair.
The man backs away and turns.,He backs away and turns.
He raises a bottle of mouthwash.,He raises a bottle of mouthwash.
The man looks the bottle over.,He looks the bottle over.
He turns to set it down.,He turns to set it down.
Nick digs in a case.,He digs in a case.
"The man looks at it, then reaches in his pocket.","He looks at it, then reaches in his pocket."
Nick sits down in his recliner by Kenny.,He sits down in his recliner by him.
He hands Kenny some change.,He hands him some change.
Kenny stands and turns.,He stands and turns.
Samantha sits in a chair as Nick sits on the ground.,She sits in a chair as he sits on the ground.
He cast his gaze down.,He cast his gaze down.
Samantha looks down then at Nick.,He looks down then at him.
Kenny's eyes drift downward.,His eyes drift downward.
Kenny cracks a smile at Nick.,He cracks a smile at him.
Nick's smile drops.,His smile drops.
Nick gazes off.,He gazes off.
Her eyes split away.,Her eyes split away.
She stands and turns.,She stands and turns.
She stands with arms crossed.,She stands with arms crossed.
She turns back and he looks off.,She turns back and he looks off.
She reaches into the kayak and grabs empty cans.,She reaches into the kayak and grabs empty cans.
Nick picks up a cup of coffee and walks through the yard sale.,He picks up a cup of coffee and walks through the yard sale.
A crowd of people go through his things.,A crowd of people go through his things.
A guy watches.,He watches.
On a phone.,On it.
Nick opens his door and walks out.,He opens his door and walks out.
Kenny sits in the yard.,He sits in the yard.
Kenny hands him a bag.,He hands him a bag.
Nick looks up at Kenny then to the bag.,He looks up at him then to the bag.
Kenny watches him.,He watches him.
Nick hands Kenny a stack of cash.,He hands him a stack of cash.
Kenny looks down at the money.,He looks down at the money.
Nick nods and looks at him.,He nods and looks at him.
Kenny holds out his hand to Nick.,He holds out his hand to him.
Nick looks down and then takes Kenny's hand.,He looks down and then takes his hand.
Kenny walks away looking at the money.,He walks away looking at the money.
He stuffs it in his pocket as he stands by his bike.,He stuffs it in his pocket as he stands by his bike.
He climbs on and pedals down the street.,He climbs on and pedals down the street.
Nick stands watching Kenny ride away.,He stands watching him ride away.
The foreman glances inside.,He glances inside.
"Max watches his foreman walk away, then glances into the kiln.","He watches him walk away, then glances into the kiln."
Mac sticks an arm inside.,He sticks an arm inside.
He squeezes into the gap and kicks at the pallet with his foot.,He squeezes into the gap and kicks at the pallet with his foot.
"Max clenches his jaw and slides further inside, then resumes kicking the pallet with no luck.","He clenches his jaw and slides further inside, then resumes kicking the pallet with no luck."
"Keeping one hand on the door, he bends over and tries moving the pallet with the other.","Keeping one hand on the door, he bends over and tries moving the pallet with the other."
"Using both hands, Max dislodges the pallet and the door closes him inside.","Using both hands, he dislodges the pallet and the door closes him inside."
"The kiln screen flashes the words, organic tissue detected.","The kiln screen flashes the words, organic tissue detected."
"In his office, the owner peers down at the commotion.","In his office, he peers down at the commotion."
Workers rush toward the kiln and desperately try prying open the door as Max writhes on the floor.,Workers rush toward the kiln and desperately try prying open the door as he writhes on the floor.
The foreman pulls them away.,He pulls them away.
A light blinks in the kiln's window.,A light blinks in the kiln's window.
Max lies motionless on the floor as the door slides open.,He lies motionless on the floor as the door slides open.
An orange biohazard robot approaches on its thick rubber tracks.,An orange biohazard robot approaches on its thick rubber tracks.
"Leaning forward, the robot grabs hold of Max's uniform and drags his body into the deserted factory.","Leaning forward, he grabs hold of his uniform and drags his body into the deserted factory."
Children kick around a soccer ball.,They kick around a soccer ball.
Young Max sits with the nun gazing up at Elysium.,He sits with her gazing up at Elysium.
"They start at the fight, sister.","They start at the fight, she."
The nun opens a locket.,She opens a locket.
"Well, now look how beautiful we look from there.","Well, now look how beautiful they look from there."
She places the open locket in Max's hand.,She places the open locket in his hand.
This is yours now.,This is yours now.
"Present day, in a medical bay, Max's blurred vision focuses on the biohazard robot.",His blurred vision focuses on the biohazard robot.
"The weakened man blinks slowly, then rolls his head to the side.","He blinks slowly, then rolls his head to the side."
"In the log, the weapons man retrieves his rifle and takes cover.","In the log, he retrieves his rifle and takes cover."
Sandro dusts off his computer.,He dusts off his computer.
"Max drags Julio behind the car, and hands him his gun as the droid shoots.","He drags him behind the car, and hands him his gun as the droid shoots."
Julio clears the barrel.,He clears the barrel.
"As Max uses a handgun, the droid's display reads, reload now.","As he uses a handgun, the droid's display reads, reload now."
Julio returns the cleared rifle to Max.,He returns the cleared rifle to him.
"In slow motion, the mechanically enhanced man fires three specialized rounds.","In slow motion, he fires three specialized rounds."
They explode just before the droid blasting it off its feet.,They explode just before it blasting it off its feet.
"With each burst, a section of the droid disintegrates, leaving only a scrap of framework intact.","With each burst, a section of it disintegrates, leaving only a scrap of framework intact."
"Setting the gun aside, Max faces Julio.","Setting the gun aside, he faces him."
The weapons man provides cover.,He provides cover.
"Max aims a rifle at the shuttle, and a circular laser outline appears around Carlyle's door.","He aims a rifle at the shuttle, and a circular laser outline appears around her door."
The laser cuts a circle of the hull free-revealing Carlyle.,The laser cuts a circle of the hull free-revealing him.
"Max activates a control, and his former employer's seat glides out of the compartment.","He activates a control, and his former employer's seat glides out of the compartment."
The second droid emerges.,The second droid emerges.
"Wearing a visor, the weapons man aims around the truck and fires wildly.","Wearing a visor, he aims around the truck and fires wildly."
Around hits Carlisle in the chest.,Around hits him in the chest.
Another disarms the droid.,Another disarms it.
"Finding his rifle empty, the weapons man chucks it down.","Finding his rifle empty, he chucks it down."
"Firing their guns, Julio and Max advance on the droid.","Firing their guns, they advance on the droid."
It marches toward Julio.,It marches toward him.
"Dropping his rifle, Max races over as it grabs Julio's throat and tackles it against the pickup.","Dropping his rifle, he races over as it grabs his throat and tackles it against the pickup."
"As his friend recovers, the droid repeatedly slams Max against the truck, then flips him onto the hood and rolls him into the bed.","As his friend recovers, he repeatedly slams him against the truck, then flips him onto the hood and rolls him into the bed."
He lands hard on his back.,He lands hard on his back.
"The droid crawls over the roof and pounces, but Max holds him off with his leg.",He holds him off with his leg.
"Flipping the machine over the rim of the bed, the mechanically enhanced human tugs and wrenches at the droid's head.","Flipping the machine over the rim of the bed, he tugs and wrenches at the droid's head."
"It breaks free, and the body collapses.","It breaks free, and the body collapses."
"Max burls the head away, and it lands at the edge of the lot.","He burls the head away, and it lands at the edge of the lot."
He fires four small discs from a gauntlet.,He fires four small discs from a gauntlet.
Sandro lurches and slows as they hit him in the back.,He lurches and slows as they hit him in the back.
They embed in his skin.,They embed in his skin.
"As the Raven Banks, Sandro fires at the open side door.","As the raven banks, he fires at the open side door."
Krueger ducks out of Palms Way.,He ducks out of Palms Way.
"Smiling, he presses a button, detonating the discs.","Smiling, he presses a button, detonating the discs."
Sanjo's body blasts apart.,His body blasts apart.
"Supporting Max, Julio tries to lead him off as the raven skims the ground.","Supporting him, he tries to lead him off as the raven skims the ground."
The two friends get in the car.,They get in the car.
Julio backs the car up.,He backs the car up.
"From the raven's underbelly, a hatch lowers and pivots, revealing rows of massive shells.","From the raven's underbelly, a hatch lowers and pivots, revealing rows of massive shells."
"Pressing a button on his gauntlet, Kruger launches two.","Pressing a button on his gauntlet, he launches two."
They embed in the hood of the car.,They embed in the hood of the car.
Kruger presses another button and the detonation flips the car onto its roof.,He presses another button and the detonation flips the car onto its roof.
gives the car the finger.,gives the car the finger.
"Inside the vehicle, dust clouds our view of the crunched-in interior.","Inside the vehicle, dust clouds our view of the crunched-in interior."
The Raven banks sharply around the wreckage.,The Raven banks sharply around the wreckage.
"From inside the car, a mechanically enhanced hand appears and widens the collapsed window frame.","From inside the car, a mechanically enhanced hand appears and widens the collapsed window frame."
A small fire burns by the car's spinning wheels as Max crawls out.,A small fire burns by the car's spinning wheels as he crawls out.
"In the Raven, Kruger puts on goggles.","In the Raven, he puts on goggles."
"As Max inches out from the car with strained effort, the Raven touches down.","As he inches out from the car with strained effort, the Raven touches down."
"Hopping out, Kruger marches toward the vehicle.","Hopping out, he marches toward the vehicle."
The raven lifts off again.,It lifts off again.
The weapons man flees.,He flees.
"Kruger's right hand man fires, peppering the ground around the weapons man with bullets.","His right hand man fires, peppering the ground around the weapons man with bullets."
The weapons man loses his footing and falls.,He loses his footing and falls.
"As the raven completes its pass, he gets up and resumes running.","As the raven completes its pass, he gets up and resumes running."
The scope locks onto his form.,The scope locks onto his form.
"Liberated from the car, Max shields his face from flying dust as Kruger marches over.","Liberated from the car, he shields his face from flying dust as he marches over."
"Max swings a rifle, but the agent kicks it away, locks Max's arm and draws a large hunting knife.","He swings a rifle, but he kicks it away, locks his arm and draws a large hunting knife."
He plunges it into Max's belly.,He plunges it into his belly.
"Watching from his lair, Spider beats his desk.",He beats his desk.
to wrench his Max's head back.,to wrench his head back.
Julio shoots at him from the other side of the car.,He shoots at him from the other side of the car.
Kruger marches toward him.,He marches toward him.
"A bullet grazes his neck, but he continues undeterred.","A bullet grazes his neck, but he continues undeterred."
"With his sword, Kruger sweeps Julio off his feet, then plunges the blade through his chest.","With his sword, he sweeps him off his feet, then plunges the blade through his chest."
"As Julio's head rolls to the side, he finds Max readying the rifle.","As his head rolls to the side, he finds him readying the rifle."
"Kruger's blade withdraws, smeared with blood, and he turns with a savage grin.","His blade withdraws, smeared with blood, and he turns with a savage grin."
"Kruger activates a handheld device, creating an energy field that shields his body.","He activates a handheld device, creating an energy field that shields his body."
Max's gunfire deflects off the shield.,His gunfire deflects off the shield.
"As the specialized shells explode against it, the force knocks Kruger off his feet.","As the specialized shells explode against it, the force knocks him off his feet."
His sword falls to the ground.,His sword falls to the ground.
"Dropping the gun, Max rushes to Julio.","Dropping the gun, he rushes to him."
Julio stares lifelessly as his friend feels his throat for a pulse.,He stares lifelessly as his friend feels his throat for a pulse.
Waves of dust waft over the two friends.,Waves of dust waft over them.
Kruger's shield deactivates as he recovers.,His shield deactivates as he recovers.
"The aircraft flies over the curved edges of the space station and dips down, soaring over the vast green land.","The aircraft flies over the curved edges of the space station and dips down, soaring over the vast green land."
"Inside, Matilda squeezes her mother tightly as the ship shakes.","Inside, she squeezes her tightly as the ship shakes."
"Max watches them, then looks over at Kruger, who leers back at him.","He watches them, then looks over at him, who leers back at him."
"As the raven descends, Frey's daughter sobs in her arms.","As the raven descends, he sobs in her arms."
Kruger crouches close to them.,He crouches close to them.
"His gaze locks on Frey, then fixes on the child.","His gaze locks on her, then fixes on the child."
"Glancing at Frey, he strokes her daughter's hair, then kisses the mother on the head.","He strokes her hair, then kisses her on the head."
Max Watch is uneasily clutching the grenade.,He is uneasily clutching the grenade.
"Drake and Krueger sees him, standing Max kicks Drake away.","He sees him, standing he kicks him away."
"He kicks him again, sending him flying into the controls.","He kicks him again, sending him flying into the controls."
"The raven spirals wildly, tossing his occupants about.","The raven spirals wildly, tossing his occupants about."
"The Raven writes itself, tumbling through the cabin, the grenade lands near Krueger.",The grenade lands near him.
Max protectively grabs Matilda.,He protectively grabs her.
"The grenade explodes, blowing Kruger's face off.","The grenade explodes, blowing his face off."
"A hole erupts in the raven's hull, and it nosedives toward Elysium's surface.","A hole erupts in its hull, and it nosedives toward Elysium's surface."
The airship zooms across the idyllic habitat.,The airship zooms across the idyllic habitat.
It trails a plume of black smoke as it approaches a sprawling verdant estate.,It trails a plume of black smoke as it approaches a sprawling verdant estate.
It crashes on the lawn.,It crashes on the lawn.
Max holds Matilda tightly.,He holds her tightly.
The tech moves to a console.,He moves to a console.
Crow enters and draws his gun.,He enters and draws his gun.
He hauls fray out.,He hauls fray out.
Max strains helplessly against his restraints.,He strains helplessly against his restraints.
"Now, Drake wheels Kruger to an armory.","Now, he wheels him to an armory."
Crow rejoins him with Frey and Matilda.,He rejoins him with them.
"Grasping the mother by the neck, he shoves her roughly into a storage room.","Grasping her roughly by the neck, he shoves her roughly into a storage room."
She lays Matilda on the floor as the door slides shut behind her.,She lays her on the floor as the door slides shut behind her.
Crow and Drake transfer Kruger to a med bay.,They transfer him to a med bay.
"He lies motionless, features reduced to a bloody pulp.","He lies motionless, features reduced to a bloody pulp."
"Drake faces a screen reading, brain function normal.","He faces a screen reading, brain function normal."
They pull up in his jacket and cut open his shirt.,They pull up in his jacket and cut open his shirt.
"As the med bay scanner bar sweeps over Kruger, the screen displays the facial reconstruction status.","As the med bay scanner bar sweeps over him, the screen displays the facial reconstruction status."
"It rapidly ticks upward as the devastated bone, muscle, and skin appear to rebuild themselves.","It rapidly ticks upward as the devastated bone, muscle, and skin appear to rebuild themselves."
"The process completes, leaving Kruger with a pale smooth bearded face free of dirt and implants.","The process completes, leaving him with a pale smooth bearded face free of dirt and implants."
OK. Crow uneasily edges closer.,He uneasily edges closer.
He lays a hand on Kruger's bare shoulder.,He lays a hand on his bare shoulder.
"Kruger's hand shoots up, seizing Crow by the neck.","His hand shoots up, seizing him by the neck."
Now the tech stands over Max.,Now the tech stands over him.
Max's arm strains.,His arm strains.
"Max chokes the first tech as he collapses the gurney tips, flipping the second tech with it.","He chokes him as he collapses the gurney tips, flipping him with it."
"Freeing himself, Max kicks him in the face, stands and pulls off the gag.","He kicks him in the face, stands and pulls off the gag."
"Long, spindly tendrils attached to its interior emerge from the depths of his throat.","Long, spindly tendrils attached to his interior emerge from the depths of his throat."
"Max hurled the gag down, then kicks the first tech and grabs him by the throat.","He hurled the gag down, then kicks him and grabs him by the throat."
Max rips a badge from the tech's uniform and starts across the room.,He rips a badge from the tech's uniform and starts across the room.
"He slows, then sinks to the floor.","He slows, then sinks to the floor."
A hologram appears.,A hologram appears.
"Grabbing more weapons, Max leads her out of the armory and through the winding corridors.","Grabbing more weapons, he leads her out of the armory and through the winding corridors."
They reach the elevator.,They reach the elevator.
Frei steps into the car.,He steps into the car.
The door slides shut between them.,The door slides shut between them.
"As the elevator carries Frey and Matilda out of view, Max turns and aims a rifle at a door.","As the elevator carries them out of view, he turns and aims a rifle at a door."
"Another to his left opens, revealing Spider and his men.","Another to his left opens, revealing he and his men."
Max signals at the door ahead.,He signals at the door ahead.
Rico covers it while Spider and Manuel join Max.,He covers it while they join him.
"Spider looks to Manuel, who nods and moves off.",He nods and moves off.
"Max and Spider head off, with Rico taking up the rear.","Max and Spider head off, with he taking up the rear."
They hurry through a narrow corridor.,They hurry through a narrow corridor.
"Using his laptop, Spider hacks the door's security panel.","Using his laptop, he hacks the door's security panel."
The men continue through.,The men continue through.
"Stepping out behind them, Krueger throws a star-shaped projectile.","Stepping out behind them, he throws a star-shaped projectile."
"As Rico turns, it hits him in the center of the chest.","As he turns, it hits him in the center of the chest."
"With a smile, Krueger detonates it, blasting Rico to pieces.","With a smile, he detonates it, blasting him to pieces."
The explosion knocks Max and Spider off their feet.,The explosion knocks him and her off their feet.
Krueger activates his energy shield.,He activates his energy shield.
Max fires on his enemy.,He fires on him.
"Explosive shells among the bullets, not Kruger back.","Explosive shells among the bullets, not he back."
"As Spider hacks it, Kruger gets up.","As he hacks it, he gets up."
"Max hurries through after him, then looks back.","He hurries through after him, then looks back."
Advancing Kruger activates twin lamps on the front of his suit.,Advancing he activates twin lamps on the front of his suit.
"Max and Spider hurry through another door, then upstairs.","They hurry through another door, then upstairs."
"As it shuts, Kruger catches it with his mechanically enhanced arm and forces it back open.","As it shuts, he catches it with his mechanically enhanced arm and forces it back open."
"Touching his head, Max sinks to his knees.","Touching his head, he sinks to his knees."
Spider helps him up and drags him along a high walkway suspended above a vast chamber of servers.,He helps him up and drags him along a high walkway suspended above a vast chamber of servers.
Max collapses.,He collapses.
Kruger draws his sword and advances.,He draws his sword and advances.
"He swings at Max, who gets up and blocks the blade with his Exosuit.","He swings at him, who gets up and blocks the blade with his Exosuit."
Kruger knocks him back and swings again.,He knocks him back and swings again.
The impact shaves Max's Exos lead.,The impact shaves his lead.
The killer turns his sword point downward.,He turns his sword point downward.
"As he starts to plunge it toward Max, Spider tackles him.","As he starts to plunge it toward him, he tackles him."
Kruger's sword falls from the walkway.,His sword falls from the walkway.
"With a knife, he pinned Spider's hand down.","With a knife, he pinned her hand down."
"Then Max charges, drawing another knife, Kruger swipes at him.","Then he charges, drawing another knife, he swipes at him."
"Curled up, Spider pulls his impaled hand free.",He pulls his impaled hand free.
"Max seizes Kruger's knife and stabs at him, but the killer takes the blade in his gauntless.","He seizes his knife and stabs at him, but he takes the blade in his gauntlet."
Spider limps to the door.,He limps to the door.
"Meeting Max, Krueger kicks him into a massive circuit box.",He kicks him into a massive circuit box.
Spider ricks his laptop to the door's security panel.,He ricks his laptop to the door's security panel.
"Pulling the knife from his gauntlet, Krueger tosses it aside.","Pulling the knife from his gauntlet, he tosses it aside."
"Max charges, but his foe drives him back against the circuit box.","He charges, but his foe drives him back against the circuit box."
He knees Max in the gut and throws him.,He knees him in the gut and throws him.
"Max crashes on a cylindrical machine, then rolls to the walkway.","He crashes on a cylindrical machine, then rolls to the walkway."
"Max stands, but Kruger flips him down again.","He stands, but he flips him down again."
"As he rises, he blocks a blow from his enemy, then wrestles into the floor.","As he rises, he blocks a blow from his enemy, then wrestles into the floor."
"Holding him down, Max plunges a blade at him.","Holding him down, he plunges a blade at him."
"Kruger dodges two stabs, then catches Max's arm, and flips him onto his back.","He dodges two stabs, then catches his arm, and flips him onto his back."
Kruger wrenches the blade away.,He wrenches the blade away.
Max manages to throw his attacker off him.,He manages to throw his attacker off him.
"Kruger kicks him back, sending him crashing into a railing post.","He kicks him back, sending him crashing into a railing post."
"Oh Thankfully, Krueger gets to his feet.","Oh Thankfully, he gets to his feet."
Max gets to his feet.,He gets to his feet.
"As he charges, Krueger slices his arm with a blade.",He slices his arm with a blade as he charges.
"He tries again, but Krueger delivers another cut.","He tries again, but he delivers another cut."
Max stares down at his hand and finds the palm pooling with blood.,He stares down at his hand and finds the palm pooling with blood.
It streams between his fingers.,It streams between his fingers.
"Haunting painfully, he faces his enemy.",He faces his enemy.
"Charging, Max tackles Krueger against a railing, then flips himself over his head.","Charging, he tackles him against a railing, then flips himself over his head."
"Dangling off the walkway, he rips the exosuit plug from the back of his enemy's skull.","Dangling off the walkway, he rips the exosuit plug from the back of his enemy's skull."
"Climbing back up onto the catwalk, he finds Krueger in the heap.",He finds him in the heap.
"Max the- As Kruger falls forward, Max stomps on his back.",He stomps on his back.
Kruger furtively pulls a pin from a grenade strapped to his belt.,He furtively pulls a pin from a grenade strapped to his belt.
"As Max hauls him to his feet, the murderer clips a tether to Max's belt, connecting their two suits.","As he hauls him to his feet, the murderer clips a tether to his belt, connecting their two suits."
He holds up the grenade pin.,He holds up the grenade pin.
Max slumps against the desk.,He slumps against the desk.
"Using his rifle, Manuel shatters a sliding glass door.","Using his rifle, he shatters a sliding glass door."
Spider hands a cable to Max.,He hands a cable to him.
Fray rushes through the luxurious home and lays Matilda on the medical bay.,He rushes through the luxurious home and lays her on the medical bay.
Max plugs the cable into the data port in his head.,He plugs the cable into the data port in his head.
"Frantically typing, Spider finds Elysium's citizenship authorization in the reboot sequence.","Frantically typing, he finds her citizenship authorization in the reboot sequence."
He edits Earth's population from illegal to legal.,He edits Earth's population from illegal to legal.
"A warning flashes, download poses lethal threat to data host.","A warning flashes, he poses lethal threat to data host."
"Through a window, Max watches Patel and his soldiers break through the first door.","Through a window, he watches him and his soldiers break through the first door."
They rush across the walkway with weapons aimed.,They rush across the walkway with weapons aimed.
"Pointing, Patel angrily barks orders.","Pointing, he angrily barks orders."
Max shifts his eyes along the floor.,He shifts his eyes along the floor.
"Spider knocks, then hands Max a wireless keyboard.","He knocks, then hands him a wireless keyboard."
Max slowly lifts a radio to his mouth.,He slowly lifts a radio to his mouth.
Manuel hands his radio to Fray.,He hands his radio to him.
Frey Neils.,he
"In the protocol room, Max admires the open locket.","In the protocol room, he admires the open locket."
His gaze slowly shifts to a window with a stunning view of planet Earth.,His gaze slowly shifts to a window with a stunning view of planet Earth.
Craig grins sadly.,He grins sadly.
Max looks up as Patel's men work on the door with the settling fortress.,He looks up as they work on the door with the settling fortress.
Max clenches the locket as sparks shoot through the door.,He clenches the locket as sparks shoot through the door.
"In a quick flash, he recalls young Freya's smile and the two of them gazing up at Elysium.","In a quick flash, he recalls her smile and the two of them gazing up at it."
"Looking down, Max plants his finger on the execute button.","Looking down, he plants his finger on the execute button."
