text_gt,text_gt_wo_char
"At home, Ryan takes pristine white T-shirts off a shelf and lays them in his suitcase with the rest of his clothes.","At home, he takes pristine white T-shirts off a shelf and lays them in his suitcase with the rest of his clothes."
"Ryan packs his tie pouch, straightens up and sees the cardboard cut-out.","He packs his tie pouch, straightens up and sees the cardboard cut-out."
Ryan picks up the photo and holds it over his case length- wise and cross-wise.,He picks up the photo and holds it over his case length-wise and cross-wise.
"Wearing a sharp charcoal gray suit, Ryan walks trough the airport, dragging the case.","Wearing a sharp charcoal gray suit, he walks through the airport, dragging the case."
Julie and Jim smiling faces are poking out of the top.,They smiling faces are poking out of the top.
Ryan stops and stares.,He stops and stares.
"Outside, Natalie is embracing a big beefy guy.","Outside, she is embracing a big beefy guy."
"Ryan slides his swipe card through the slot on the self- service check-in machine, then collects his boarding pass.","He slides his swipe card through the slot on the self- service check-in machine, then collects his boarding pass."
Ryan steps away with case in tow.,He steps away with case in tow.
Ryan wearily raises his eyebrows as Ryan watches Natalie come in.,He watches him as he watches her come in.
Natalie stoops slightly as Natalie drags a large unwieldy suitcase.,She stoops slightly as she drags a large unwieldy suitcase.
Natalie has a large black bag slung over her shoulder and a coat over.,She has a large black bag slung over her shoulder and a coat over.
Ryan looks at her and sighs.,He looks at her and sighs.
Natalie looks blank.,She looks blank.
"At a luggage store, Ryan wheels a wheelie case back and forth.","At a luggage store, he wheels a wheelie case back and forth."
"Natalie kneels on the floor, transferring her belongings from her hefty suitcase to the neater, smaller wheelie case.","She kneels on the floor, transferring her belongings from her hefty suitcase to the neater, smaller wheelie case."
Ryan grabs a travel pillow.,He grabs a travel pillow.
Ryan bins it.,He bins it.
Ryan bins a full-size pillow.,He bins a full-size pillow.
"At security, Ryan sees a group of businessmen.","At security, he sees a group of businessmen."
Ryan collects his things on the other side of the X-ray machine.,He collects his things on the other side of the X-ray machine.
Natalie is being scanned.,He is being scanned.
Natalie takes off a bracelet.,She takes off a bracelet.
"On the plane, Natalie and Ryan sit side-by-side with the isle between them.","On the plane, they sit side-by-side with the isle between them."
Natalie types on her laptop.,She types on her laptop.
Ryan looks across at her.,He looks across at her.
Natalie stares at him.,She stares at him.
"With a dismissive glance, Natalie gets back to work.","With a dismissive glance, she gets back to work."
Ryan smiles wryly.,He smiles wryly.
St. Louis.,St. Louis.
"As they walk through the terminal building, Ryan gets a call from Alex","As they walk through the terminal building, he gets a call from him."
A smile spreads across Ryan face.,A smile spreads across his face.
Ryan walks through an open-plan office with Natalie who's clutching a pile of strategy packets.,He walks through an open-plan office with her who's clutching a pile of strategy packets.
Office workers stare at them as they head to a private office.,They stare at them as they head to a private office.
Natalie silently seethes.,She silently seethes.
An older balding man holds up a photo of two young girls.,He holds up a photo of two young girls.
"Sitting opposite him, Ryan glances down.","Sitting opposite him, he glances down."
Natalie is beside Ryan,He is beside him.
Ryan is incredulous.,He is incredulous.
Bob sits back resigned.,He sits back resigned.
Bob shakes his head.,He shakes his head.
Natalie studies Ryan,He studies her.
Craggy-faced Bob stares at Ryan thoughtfully.,He stares at him thoughtfully.
Bob glances down at the photos of his girls.,He glances down at the photos of his girls.
Ryan nods to Natalie who picks up one of the strategy packets and hands it to Bob,He nods to her who picks up one of the strategy packets and hands it to him.
Bob looks at the packet and takes it.,He looks at the packet and takes it.
"At the Hilton, Natalie follows Ryan into the lobby.","At the Hilton, she follows him into the lobby."
A woman stares as Ryan walks past the queue and up to the desk.,A woman stares as he walks past the queue and up to the desk.
Ryan hands her a leaflet.,He hands her a leaflet.
She snatches it.,She snatches it.
"In the dining room, Ryan sits with three plates of food.","In the dining room, he sits with three plates of food."
Natalie sits.,She sits.
Natalie pokes at her plate of food with her fork.,She pokes at her plate of food with her fork.
Ryan throws out his hand and smiles.,He throws out his hand and smiles.
"Wearing a white dressing gown, Ryan sits on the bed in his hotel room.",He sits on the bed in his hotel room.
Ryan takes a wedding invitation from an envelope and studies it.,He takes a wedding invitation from an envelope and studies it.
Ryan picks up his BlackBerry and reads a text from Alex,He picks up his BlackBerry and reads a text from him.
Ryan smiles and replies.,He smiles and replies.
Alex reads the reply.,He reads the reply.
Alex grins and writes back.,He grins and writes back.
Ryan stares at his BlackBerry.,He stares at his BlackBerry.
Alex looks at her BlackBerry.,He looks at her BlackBerry.
Ryan reads it.,He reads it.
Natalie lines up a photograph.,She lines up a photograph.
Ryan holds the cardboard cut-out of Julie and Jim in front of the main terminal building at St. Louis Airport.,He holds the cardboard cut-out of her and him in front of the main terminal building at St. Louis Airport.
A row of grand glass-fronted arches.,A row of grand glass-fronted arches.
Ryan moves closer.,He moves closer.
Ryan looks fed up.,He looks fed up.
Natalie takes the picture.,She takes the picture.
Natalie hands over the camera.,She hands over the camera.
Natalie walks off.,She walks off.
Ryan is incredulous.,He is incredulous.
Wichita.,Wichita.
Ryan and Natalie sit with a young man in a conference room.,They sit with a young man in a conference room.
"He grabs the strategy packet, shoves the chair over and storms out.","He grabs the strategy packet, shoves the chair over and storms out."
A young woman.,A young woman.
Ryan follows Natalie outside.,He follows her outside.
Natalie sits on a bench.,She sits on a bench.
Natalie stands facing her.,She stands facing her.
Natalie looks disturbed.,She looks disturbed.
Natalie nods.,She nods.
"Concerned, Ryan frowns.",He frowns.
Natalie nods stiffly.,She nods stiffly.
An American Airlines jet taxis.,It taxis.
"The silver jet with red, white and blue liveries speeds along the runway and takes off.","The silver jet with red, white and blue liveries speeds along the runway and takes off."
Rows of houses in suburbia.,Rows of houses in suburbia.
Kansas City.,Kansas City.
"Ryan and Natalie walk into a large open-plan office which has already been cleared, apart from a few chairs and a couple of desks.","They walk into a large open-plan office which has already been cleared, apart from a few chairs and a couple of desks."
The receptionist looks up at Natalie and Ryan tearfully.,The receptionist looks up at her and him tearfully.
"Natalie scans the bare office, looking slightly uncomfortable.","She scans the bare office, looking slightly uncomfortable."
Another flight.,Another flight.
Tulsa.,Tulsa
"In a hotel lobby, Ryan stands waiting as Natalie talks on her phone.","In a hotel lobby, he stands waiting as she talks on her phone."
Ryan frowns and turns sharply to look in a mirror.,He frowns and turns sharply to look in a mirror.
Ryan and Natalie sit in separate offices with various employees who look at their strategy packets.,They sit in separate offices with various employees who look at their strategy packets.
Outside a hotel room with Alex Ryan tries one of his cards in the door slot.,Outside a hotel room with him he tries one of his cards in the door slot.
"It doesn't work, so Ryan tosses it away.","It doesn't work, so he tosses it away."
Ryan tries another and opens the door.,He tries another and opens the door.
They go in.,They go in.
A jet takes off.,It takes off.
"On the flight, Ryan hands Natalie an American Airlines Priority Access application form and a pen.","On the flight, he hands her an American Airlines Priority Access application form and a pen."
Natalie tentatively takes them.,He tentatively takes them.
A wide river runs through a city.,A wide river runs through a city.
Ryan and Natalie meet several employees.,They meet several employees.
An old guy lets out a short breath.,He lets out a short breath.
Ryan finds Natalie sitting in a room crammed full of office chairs.,He finds her sitting in a room crammed full of office chairs.
"Natalie gets up, holding her coat.","She gets up, holding her coat."
They walk out past a car rental office.,They walk out past a car rental office.
"A few, small clouds float in the clear sky above Miami, set against the deep, blue ocean.","A few, small clouds float in the clear sky above the city, set against the deep, blue ocean."
A jet comes in to land.,A jet comes in to land.
Ryan gives a motivational talk.,He gives a motivational talk.
"Natalie stands at the back of the conference room, watching.","She stands at the back of the conference room, watching."
Ryan smiles thoughtfully.,He smiles thoughtfully.
"In a corridor, Ryan chats with a couple of delegates.","In a corridor, he chats with a couple of delegates."
"Natalie looks up from her cell phone, shocked.","She looks up from her cell phone, shocked."
Natalie looks over at Ryan,He looks over at him.
They sit facing each other on the Hilton shuttle bus.,They sit facing each other on the Hilton shuttle bus.
Natalie is taken aback.,She is taken aback.
Ryan grins.,He grins.
They arrive at the hotel.,They arrive at the hotel.
Natalie face crumples.,Her face crumples.
Natalie starts to sob.,She starts to sob.
Ryan frowns awkwardly and holds out his hands.,He frowns awkwardly and holds out his hands.
Natalie falls into his arms.,She falls into his arms.
Ryan sees Alex and gives her a little embarrassed wave.,He sees her and gives her a little embarrassed wave.
Alex comes over.,He comes over.
Natalie shoots Ryan a look.,She shoots him a look.
Natalie frowns.,She frowns.
Natalie raises a drink to her lips.,She raises a drink to her lips.
Alex smiles broadly.,He smiles broadly.
Natalie looks down thoughtfully.,She looks down thoughtfully.
Ryan gives an I-told-you-so look.,He gives an I-told-you-so look.
Natalie looks uncertain.,She looks uncertain.
They walk through the lobby.,They walk through the lobby.
They go to the registration desk for the Alpha-tech party.,They go to the registration desk for the party.
Ryan and Alex casually pick up name badges and neck bands.,They casually pick up name badges and neck bands.
"Looking a bit shifty, Natalie does the same and follows them around a corner.","Looking a bit shifty, she does the same and follows them around a corner."
The threesome clip their name badges to their neck bands and hang them around necks.,They clip their name badges to their neck bands and hang them around necks.
Alex reads Natalie name badge.,He reads her name badge.
"At the party in the hotel ballroom, Natalie Alex and Ryan are at the bar getting drinks.","At the party in the hotel ballroom, they are at the bar getting drinks."
They turn around and survey the scene.,They turn around and survey the scene.
People stand at small white tables with shiny balloons floating on ribbons above them.,They stand at small white tables with shiny balloons floating on ribbons above them.
Ryan Natalie and Alex go stand around a table.,They go stand around a table.
Natalie has a gulp from her drink.,She has a gulp from her drink.
Natalie nods and smiles.,She nods and smiles.
Natalie looks at Alex,She looks at him.
Natalie walks onto the dance floor.,She walks onto the dance floor.
Alex grabs Ryan,He grabs him
Alex and Ryan dance together.,They dance together.
"Natalie wanders about on her own, moving to the music.","She wanders about on her own, moving to the music."
A young guy with a stubbly chin bops about and notices Natalie,A young guy with a stubbly chin bops about and notices her.
Dave leans to her and Natalie smiles.,He leans to her and she smiles.
Natalie looks at her name badge.,He looks at her name badge.
A DJ on the stage.,On the stage is a DJ.
A big black guy.,A big black guy.
Ryan and Alex have their picture taken in front of a backdrop of a giant wave.,They have their picture taken in front of a backdrop of a giant wave.
"They squat, hold out their arms and pretend they are surfing.","They squat, hold out their arms and pretend they are surfing."
Natalie and Dave pose for pictures.,They pose for pictures.
"A bit drunk, Natalie drapes herself all over him.","A bit drunk, she drapes herself all over him."
Dave holds Natalie up as they leave the photo area.,He holds her up as they leave the photo area.
"On the dance floor, Alex and Ryan face each other and shout.","On the dance floor, they face each other and shout."
Everyone points in the air and jumps around.,Everyone points in the air and jumps around.
"Later, Ryan and Alex are at the table.","Later, they are at the table."
Ryan hands her a key card.,He hands her a key card.
They both smile.,They both smile.
Natalie sings karaoke on a yacht in the harbor.,She sings karaoke on a yacht in the harbor.
"A few drunken party guests, including Dave are there.","A few drunken party guests, including him are there."
Alex and Ryan sit on a platform at the back of the yacht.,They sit on a platform at the back of the yacht.
"Ryan dangles his feet in the clear, blue water.","He dangles his feet in the clear, blue water."
"They gaze at each other, then share a lingering kiss.","They gaze at each other, then share a lingering kiss."
The power fails.,The power fails.
All the lights in the yacht go out.,All the lights in the yacht go out.
"Ryan and Alex look back towards the city lights, some distance away.","They look back towards the city lights, some distance away."
Everyone gets a ride back to land in a small pontoon boat.,They get a ride back to land in a small pontoon boat.
They jog up onto the sandy beach.,They jog up onto the sandy beach.
A courtesy bus delivers the group to the hotel.,A courtesy bus delivers them to the hotel.
They run into the entrance barefoot.,They run into the entrance barefoot.
Ryan wakes up in bed.,He wakes up in bed.
Alex is already dressed.,He is already dressed.
"Ryan looks at her, bleary-eyed.","He looks at her, bleary-eyed."
Alex leans down and kisses him.,He leans down and kisses him.
Ryan beams.,He beams.
Alex goes.,He goes.
Ryan and Natalie have breakfast at the hotel's outdoor cafe.,They have breakfast at the hotel's outdoor cafe.
They sit at one of many tables under a blue umbrella.,They sit at one of many tables under a blue umbrella.
Natalie stares at him.,She stares at him.
They walk along a pier.,They walk along a pier.
Natalie has the photo of Julie and Jim,He has the photo of her and him.
Natalie holds up the photo.,She holds up the photo.
The cardboard cut-out photo blows into the water.,The cardboard cut-out photo blows into the water.
Ryan kneels on the edge of the wooden pier and reaches for the photo.,He kneels on the edge of the wooden pier and reaches for the photo.
Ryan falls in the water.,He falls in the water.
"In his hotel room wearing a white towel and robe, Ryan dries the cut-out with a hair dryer.","In his hotel room wearing a white towel and robe, he dries the cut-out with a hair dryer."
Ryan drags his case through the airport.,He drags his case through the airport.
"Julie and Jim poke out of the top, looking a little wrinkled and worn.","They poke out of the top, looking a little wrinkled and worn."
The airport is shrouded in a snow storm.,The airport is shrouded in a snow storm.
The airport is shrouded in a snow storm.,The airport is shrouded in a snow storm.
Ryan and Natalie drive along an icy road.,They drive along an icy road.
They glance at each other awkwardly.,They glance at each other awkwardly.
Ryan parks in an office car park.,He parks in an office car park.
Ryan and Natalie get out.,They get out.
Natalie holds an arm full of strategy packets.,She holds an arm full of strategy packets.
"A security guard leads them through a busy, open plan office.","A security guard leads them through a busy, open plan office."
They go into a smaller office.,They go into a smaller office.
Craig is on a computer screen via a video feed.,He is on a computer screen via a video feed.
Ryan looks at the screen and frowns.,He looks at the screen and frowns.
Natalie smiles nervously.,She smiles nervously.
They prepare the packets.,They prepare the packets.
A thickset bald man appears on a computer screen in front of Natalie,A thickset bald man appears on a computer screen in front of her.
Ryan sits with Natalie,He sits with her.
Ryan and Natalie look up.,They look up.
They realize Mr. Samuels is in the next office on the other side of an opaque glass screen.,They realize he is in the next office on the other side of an opaque glass screen.
"In distress, Mr. Samuels chest heaves.","In distress, he chest heaves."
Mr. Samuels picks up the packet.,He picks up the packet.
Mr. Samuels looks down and starts to sob.,He looks down and starts to sob.
Ryan frowns and looks between Natalie and Mr. Samuels on the screen.,He frowns and looks between her and him on the screen.
The heavyset man shakes with grief.,He shakes with grief.
Natalie eyes rove.,Her eyes rove.
Natalie licks her lips.,She licks her lips.
Craig watches on his screen.,He watches on his screen.
Mr. Samuels looks down.,He looks down.
"Startled, Mr. Samuels gets up and walks out.","Startled, he gets up and walks out."
Ryan and Natalie watch him wipe his hand across his face as Mr. Samuels walks past the office therein.,He watches him wipe his hand across his face as he walks past the office therein.
Natalie looks unsettled.,She looks unsettled.
Natalie nods slightly.,She nods slightly.
Natalie looks down at a list of 40 names.,She looks down at a list of 40 names.
Her eyes flit nervously.,Her eyes flit nervously.
Number one is Mr. Samuels,Number one is he.
Natalie crosses it out.,She crosses it out.
"In the snowy car park, Ryan talks to Craig on his cell phone.","In the snowy car park, he talks to him on his cell phone."
Natalie leans on the car.,She leans on the car.
Ryan frowns as Ryan listens.,He frowns as he listens.
Ryan hangs up and turns to Natalie,He hangs up and turns to her.
"Later, in the north terminal of Detroit airport, Ryan and Natalie stand silhouetted against a large window.","Later, in the north terminal of Detroit airport, they stand silhouetted against a large window."
"Outside, the nose of a jet looms.","Outside, the nose of a jet looms."
"Standing on a moving walkway, Ryan looks at the wedding invitation.","Standing on a moving walkway, he looks at the wedding invitation."
Natalie is behind Ryan,He is behind him.
Her smile fades.,Her smile fades.
Natalie walks ahead.,She walks ahead.
Ryan stares thoughtfully at the wedding invitation and the RSVP slip.,He stares thoughtfully at the wedding invitation and the RSVP slip.
"Ryan stops, turns around and heads back the way Ryan came.","He stops, turns around and heads back the way he came."
Natalie spins around and heads off.,She spins around and heads off.
Ryan looks out of the window of a jet as it rises into the sky.,He looks out of the window of a jet as it rises into the sky.
"In Las Vegas, Alex holds the cut-out of Julie and Jim in front of the pyramid-shaped Luxor Hotel.",He holds the cut-out of her and him in front of the pyramid-shaped Luxor Hotel.
Ryan aims the digital camera.,He aims the digital camera.
Alex moves the cut-out closer.,He moves the cut-out closer.
Ryan takes a picture.,He takes a picture.
Alex stares at the cut-out.,He stares at the cut-out.
Ryan smiles.,He smiles.
Alex looks surprised.,He looks surprised.
Alex smiles warmly.,He smiles warmly.
Milwaukee.,Milwaukee.
A jet comes in to land.,A jet comes in to land.
Alex and Ryan walk through the airport terminal.,They walk through the airport terminal.
Ryan pulls his black wheelie case.,He pulls his black wheelie case.
"Alex pulls a similar, neat red wheelie case.","He pulls a similar, neat red wheelie case."
"Later, they walk into the Chalet Suites, a Swiss lodge- themed hotel.","Later, they walk into the Chalet Suites, a Swiss lodge- themed hotel."
They join a short queue of people checking in.,They join a short queue of people checking in.
Ryan notices a second counter with no queue.,He notices a second counter with no queue.
"As Ryan opens a hotel room door, his sister Kara walks up holding a basket of washing.","As he opens a hotel room door, his sister walks up holding a basket of washing."
Alex and Ryan walk into their gaudily furnished room.,They walk into their gaudily furnished room.
Ryan picks up a photocopied booklet.,He picks up a photocopied booklet.
There's a picture of Julie and Jim on the front.,There's a picture of them on the front.
Julie hugs Ryan,She hugs him.
Jim comes over.,He comes over.
There's a large map of the U.S. on the wall.,There's a large map of the U.S. on the wall.
Pinned to it are several photos of the cut-out of Julie and Jim in front of famous landmarks.,Pinned to it are several photos of the cut-out of them in front of famous landmarks.
"Ryan steps back and looks at the map, which is covered in photographs.","He steps back and looks at the map, which is covered in photographs."
Ryan smiles thoughtfully and goes back to join Alex Julie and Jim,He smiles thoughtfully and goes back to join them.
Ryan points at the map.,He points at the map.
At the bar.,At the bar.
Alex goes back in.,He goes back in.
Ryan waits outside with Julie and Kara,He waits outside with her and her.
They smile.,They smile.
Julie nods and looks down sadly.,She nods and looks down sadly.
A box of flower arrangements.,A box of flower arrangements.
Kara looks at Julie,He looks at her.
Ryan drives up to his old school.,He drives up to his old school.
Ryan and Alex get out of the car.,They get out of the car.
"Ryan looks at the long, low building.","He looks at the long, low building."
They tramp across some snow and walk up to the entrance.,They tramp across some snow and walk up to the entrance.
Ryan tries the door.,He tries the door.
It's locked.,It's locked.
Ryan peers inside.,He peers inside.
It's dark.,It's dark.
Ryan turns to Alex resignedly.,He turns to him resignedly.
Alex grins.,He grins.
Alex goes to a window.,He goes to a window.
Alex undoes a catch with a credit card and pulls the window open.,He undoes a catch with a credit card and pulls the window open.
Ryan grabs her foot and heaves her up.,He grabs her foot and heaves her up.
They both clamber into a classroom.,They clamber into a classroom.
They look at old newspaper photos of the basketball team.,They look at old newspaper photos of the basketball team.
A picture in a trophy case.,A picture in a trophy case.
Outside by a loading bay.,Outside by a loading bay.
They sit on the stairs and kiss.,They sit on the stairs and kiss.
"In the gym, they watch the basketball team practice.","In the gym, they watch them practice."
Ryan and Alex grin at each other.,They grin at each other.
Kara calling.,She calls.
Alex drops Ryan off by the church.,He drops him off by the church.
"Ryan runs up to the church entrance, opens the door and runs up some stairs.","He runs up to the church entrance, opens the door and runs up some stairs."
"Ryan walks into the church and finds Julie sitting with her bridesmaids, crying.","He walks into the church and finds her sitting with her bridesmaids, crying."
Julie is in white.,She is in white.
The bridesmaids wear cerise.,They wear cerise.
They see Ryan,They see him
Kara goes over to him.,He goes over to him.
Ryan looks at Julie who wipes tears from her eyes.,He looks at her who wipes tears from her eyes.
Ryan and Kara go to the Sunday School room.,They go to the Sunday School room.
Ryan peers through a window in the door.,He peers through a window in the door.
"Wearing suit trousers, white shirt and a maroon waistcoat, Jim sits reading a children's book.",He sits reading a children's book.
Ryan turns to Kara,He turns to her.
"Kara raises her eyebrows, imploring him to go in.","She raises her eyebrows, imploring him to go in."
Jim looks up from the book.,He looks up from the book.
Ryan shuts the door.,He shuts the door.
Ryan eyes rove.,His eyes rove.
Ryan sits.,He sits.
Ryan shrugs.,He shrugs.
Jim nods.,He nods.
Jim raises his eyebrows.,He raises his eyebrows.
Ryan smiles.,He smiles.
"Watching, Kara smiles.",She smiles.
"Kara ushers Jim into the room, where Julie sits being consoled by the other bridesmaids.","He ushers him into the room, where she sits being consoled by them."
Jim walks over to Julie kneels down and takes her hands in his.,"He walks over to her, kneels down and takes her hands in his."
Julie smiles and nods.,She smiles and nods.
They hug each other.,They hug each other.
"Watching from the doorway, Kara glances at Ryan","Watching from the doorway, he glances at her."
An usher hands guests the order of service.,An usher hands guests the order of service.
They take their seats in the church.,They take their seats in the church.
"In the vestry, Alex helps Ryan get into his suit.","In the vestry, he helps him get into his suit."
Ryan and Alex sit watching as flower girls walk down the aisle.,They sit watching as flower girls walk down the aisle.
Jim stands waiting with the bridesmaids.,He stands waiting with them.
"Everyone looks around as Julie walks down the aisle, arm-in -arm with Jim uncle.","Everyone looks around as she walks down the aisle, arm-in-arm with him."
"Julie and Jim walk up to the priest, who conducts the ceremony.","They walk up to him, who conducts the ceremony."
Everyone stands watching as Jim slips the wedding ring onto Julie finger.,He watches them as he stands watching as he slips the wedding ring onto her finger.
Julie beams.,She beams.
Ryan sits with Alex hand in his.,He sits with him hand in his.
Julie and Jim light candles.,They light candles.
Jim lifts her veil.,He lifts her veil.
They kiss.,They kiss.
Everyone applauds.,Everyone applauds.
"Julie and Jim walk up the aisle, arm-in-arm.","They walk up the aisle, arm-in-arm."
Julie waves her bouquet.,She waves her bouquet.
Everyone lines up outside for photographs.,Everyone lines up outside for photographs.
"At the reception, Julie and Jim dance together.","At the reception, they dance together."
Guests wave tiny little wedding bells.,They wave tiny little wedding bells.
Alex and Ryan smile and laugh together.,They smile and laugh together.
Julie and Ryan dance cheek-to-cheek.,They dance cheek-to-cheek.
The dance floor fills.,The dance floor fills.
Alex and Ryan dance together.,They dance together.
Ryan pulls a goofy face and falls back into her arms.,He pulls a goofy face and falls back into her arms.
They play pat-a-cake.,They play pat-a-cake.
Ryan looks serious and waggles his arms.,He looks serious and waggles his arms.
Alex shimmies from side to side.,He shimmies from side to side.
Julie tosses her bouquet over her shoulder.,She tosses her bouquet over her shoulder.
One of the bridesmaids catches it.,One of them catches it.
Alex and Ryan slow dance together.,They slow dance together.
"As the guests start to leave, Alex and Ryan sit together.","As the guests start to leave, they sit together."
Ryan grabs a bouquet of flowers and hands it to her.,He grabs a bouquet of flowers and hands it to her.
Alex cracks up.,He cracks up.
Ryan helps Alex on with her jacket.,He helps her on with her jacket.
They leave.,They leave.
"In the hotel lift, Alex and Ryan kiss.","In the hotel lift, they kiss."
"Next day, at the airport.",At the airport.
"Holding their wheelie cases, they face each other smiling.","Holding their wheelie cases, they face each other smiling."
Alex smile drops for a moment.,His smile drops for a moment.
Alex walks off.,He walks off.
Ryan watches her head to her Departure gate.,He watches her head to her Departure gate.
Omaha.,Omaha.
Ryan walks along the hall and lets himself into his apartment.,He walks along the hall and lets himself into his apartment.
Ryan stops for a moment and looks at the sparse white room.,He stops for a moment and looks at the sparse white room.
Ryan opens the door to a closet and hangs up some shirts.,He opens the door to a closet and hangs up some shirts.
"In the bathroom, Ryan puts his toothbrush in a glass.","In the bathroom, he puts his toothbrush in a glass."
With Natalie Ryan walks along a line a cubicles where workers talk to people on video links.,With her he walks along a line of cubicles where workers talk to people on video links.
Ryan is distracted.,He is distracted.
"Sitting in front of a computer screen, Ryan puts on a headset.","Sitting in front of a computer screen, he puts on a headset."
"In a meeting with Craig and other employees, Ryan looks at the schedule for the Gold Quest Conference on his laptop.","In a meeting with him and other employees, he looks at the schedule for the Gold Quest Conference on his laptop."
"At home, Ryan takes a couple of whiskey miniatures from his fridge.","At home, he takes a couple of whiskey miniatures from his fridge."
Ryan stands looking out of a window with a drink in his hand.,He stands looking out of a window with a drink in his hand.
A large video screen outside a Las Vegas hotel displays a caption.,A large video screen outside a hotel displays a caption.
Ryan waits in the wings of a packed conference hall.,He waits in the wings of a packed conference hall.
"Smartly suited, Ryan puts his backpack on a table and steps up to a lectern.",He puts his backpack on a table and steps up to a lectern.
Computer-generated backpacks revolve on the screens behind him.,Computer-generated backpacks revolve on the screens behind him.
Ryan looks out across the room full of seated delegates.,He looks out across the room full of seated delegates.
"Lost in his thoughts, Ryan hangs his head then shakes it slightly.","Lost in his thoughts, he hangs his head then shakes it slightly."
Ryan looks up and smiles to himself.,He looks up and smiles to himself.
Ryan taps his thumb on the lectern.,He taps his thumb on the lectern.
Ryan walks off past a backstage guy.,He walks off past a backstage guy.
Ryan leaves the building.,He leaves the building.
"Ryan runs through the airport, dragging his case with one hand, with a boarding pass flapping in the other.","He runs through the airport, dragging his case with one hand, with a boarding pass flapping in the other."
"Ryan reaches a Departure gate, gets the pass checked and goes through.","He reaches a Departure gate, gets the pass checked and goes through."
"On a jet, Ryan gazes out of the window.","On a jet, he gazes out of the window."
The nighttime lights of Chicago.,The nighttime lights of Chicago.
"In a flurry of snow, Ryan picks up a Hertz rental car.",He picks up a Hertz rental car.
Ryan signs.,He signs.
Ryan gets in and drives away.,He gets in and drives away.
"Ryan drives along slush-covered roads, glancing at a piece of paper in his hand and scanning the streets.","He drives along slush-covered roads, glancing at a piece of paper in his hand and scanning the streets."
Ryan pulls up.,He pulls up.
"Leaving the lights on, Ryan gets out of the car, jogs along a pavement and walks up to a large suburban town house.","Leaving the lights on, he gets out of the car, jogs along a pavement and walks up to a large suburban town house."
Ryan rings the doorbell.,He rings the doorbell.
"Ryan steps back, puts his hands in the pockets of his long black coat and tries to act casual.","He steps back, puts his hands in the pockets of his long black coat and tries to act casual."
Alex opens the door.,He opens the door.
Ryan cheeky smile quickly fades when Ryan sees two young boys run up the stairs behind Alex,His cheeky smile quickly fades when he sees two young boys run up the stairs behind him.
"Mortified, Alex stares at Ryan","Mortified, he stares at him."
Ryan slowly backs away.,He slowly backs away.
Alex shuts the door.,He shuts the door.
Ryan turns and goes.,He turns and goes.
"In a hotel room, Ryan sits staring out of the window into the night.","In a hotel room, he sits staring out of the window into the night."
Ryan sips a large whiskey.,He sips a large whiskey.
Ryan solitary figure is framed by one of the row of tall windows in a nondescript hotel block.,He solitary figure is framed by one of the row of tall windows in a nondescript hotel block.
Ryan arrives at the airport.,He arrives at the airport.
Ryan drags his case through the busy terminal building.,He drags his case through the busy terminal building.
Ryan swipes his card at the self-service check-in and takes the shuttle train to his gate.,He swipes his card at the self-service check-in and takes the shuttle train to his gate.
"Ryan perches on the edge of a seat, looking morose.","He perches on the edge of a seat, looking morose."
Alex calls him from her car.,He calls him from her car.
Ryan looks tearful.,He looks tearful.
Tears well up in Ryan eyes.,Tears well up in his eyes.
"Ryan opens his mouth as if Ryan is about to speak, but instead Ryan shuts his eyes and hangs up.","He opens his mouth as if he is about to speak, but instead he shuts his eyes and hangs up."
Ryan looks deeply hurt.,He looks deeply hurt.
"On his flight, Ryan sits staring into space.","On his flight, he sits staring into space."
A stewardess hands Ryan a glass of champagne.,She hands him a glass of champagne.
The uniformed captain with a craggy face and a mustache sits beside Ryan who frowns awkwardly.,The uniformed captain with a craggy face and a mustache sits beside him who frowns awkwardly.
Ryan takes it.,He takes it.
Ryan stares at the shiny silver card.,He stares at the shiny silver card.
Ryan stares off thoughtfully.,He stares off thoughtfully.
They both smile.,They both smile.
Ryan turns away and looks down.,He turns away and looks down.
"In his office at CTC, Ryan toys with the lifetime Executive Platinum card.","In his office at CTC, he toys with the lifetime Executive Platinum card."
Ryan picks up the phone and dials the number on the back of the card.,He picks up the phone and dials the number on the back of the card.
Ryan frowns.,He frowns.
Ryan looks down.,He looks down.
Ryan looks Craig in the eye.,He looks him in the eye.
"At an airport, Natalie rides a moving walkway.",She rides it.
Craig smiles confidently.,He smiles confidently.
Craig goes.,He goes.
"Ryan looks down, a troubled frown etched across his brow.","He looks down, a troubled frown etched across his brow."
"San Francisco, set against the azure ocean.",set against the azure ocean.
"In an office, a manager looks at Natalie resume.","In an office, he looks at her resume."
Natalie smiles.,She smiles.
Natalie holds her smile.,He holds his smile.
Her smile fades.,Her smile fades.
He picks up a letter and holds it up.,He picks up a letter and holds it up.
It's on CTC notepaper.,It's on it notepaper.
Ryan writes.,He writes.
"Natalie smiles, slightly embarrassed.","She smiles, slightly embarrassed."
The manager holds out his hand.,He holds out his hand.
"Natalie stands sharply, shakes it and smiles.","She stands sharply, shakes it and smiles."
"Ryan small, leased apartment.",He watches her.
"In offices, former employees are interviewed.","In offices, they are interviewed."
A pair of doors slides open and Ryan walks into the airport terminal.,A pair of doors slides open and he walks into the airport terminal.
"Smartly suited and pulling his wheelie case along behind him, Ryan walks up to the Arrival/Departure board.","Smartly suited and pulling his wheelie case along behind him, he walks up to the Arrival/Departure board."
